product_name,brand,merchant,description,purchase_type,amount,category
Samsung Camera,Samsung,Reliance Digital,professional camera from Samsung,OFFLINE,106720.83,Electronics
Prime Miscellaneous Item,Prime,General Store,wireless miscellaneous item from Prime,OFFLINE,7142.22,Other
Godrej Interio Study Table,Godrej Interio,Home Centre,compact study table from Godrej Interio,OFFLINE,27134.84,Furniture
Cult Adjustable Dumbbell Set,Cult,Amazon,durable adjustable dumbbell set from Cult,ONLINE,42165.29,Sports & Fitness
Kokuyo Pen Set,Kokuyo,Amazon,portable pen set from Kokuyo,OFFLINE,16549.16,Office
H&M Sunglasses,H&M,Shoppers Stop,professional sunglasses from H&M,OFFLINE,17319.72,Fashion
Nivia Badminton Racket,Nivia,Decathlon,premium badminton racket from Nivia,OFFLINE,49929.29,Sports
Puma Badminton Racket,Puma,Amazon,professional badminton racket from Puma,ONLINE,71419.83,Sports
Britannia Household Essentials Pack,Britannia,DMart,professional household essentials pack from Britannia,OFFLINE,3672.58,Food & Groceries
Garmin Exercise Mat,Garmin,Fitness Store,portable exercise mat from Garmin,ONLINE,21734.94,Sports & Fitness
Portronics Fast Charger,Portronics,Flipkart,daily use fast charger from Portronics,OFFLINE,11746.69,Gadgets
McDonald's Sandwich,McDonald's,Swiggy,premium sandwich from McDonald's,ONLINE,1955.4,Food & Beverages
Nivia Basketball,Nivia,Decathlon,durable basketball from Nivia,ONLINE,14382.28,Sports
LG Tablet,LG,Reliance Digital,standard tablet from LG,ONLINE,76043.63,Electronics
Godrej Interio Side Table,Godrej Interio,Local Furniture Store,compact side table from Godrej Interio,OFFLINE,10003.45,Furniture
Nike Cricket Bat,Nike,Flipkart,durable cricket bat from Nike,ONLINE,34330.51,Sports
Zara Handbag,Zara,Shoppers Stop,daily use handbag from Zara,OFFLINE,15024.04,Fashion
Apple Keyboard,Apple,Reliance Digital,classic keyboard from Apple,OFFLINE,89075.23,Electronics
Adidas Jeans,Adidas,Myntra,compact jeans from Adidas,ONLINE,16678.8,Fashion
Domino's Cafe Breakfast,Domino's,Zomato,compact cafe breakfast from Domino's,OFFLINE,2042.05,Food & Beverages
LG Electric Kettle,LG,Amazon,classic electric kettle from LG,ONLINE,35606.97,Home Appliances
Samsung Bluetooth Speaker,Samsung,Flipkart,durable bluetooth speaker from Samsung,OFFLINE,112407.79,Electronics
Nike Gym Gloves,Nike,Flipkart,durable gym gloves from Nike,ONLINE,14682.69,Sports
Mi Smart Bulb,Mi,Flipkart,premium smart bulb from Mi,OFFLINE,12119.81,Gadgets
Fitbit Adjustable Dumbbell Set,Fitbit,Amazon,premium adjustable dumbbell set from Fitbit,OFFLINE,14961.52,Sports & Fitness
Haldiram's Biryani,Haldiram's,Local Cafe,classic biryani from Haldiram's,ONLINE,2204.44,Food & Beverages
Nivia Fitness Watch,Nivia,Fitness Store,standard fitness watch from Nivia,OFFLINE,17654.97,Sports & Fitness
Haldiram's Burger Meal,Haldiram's,Local Cafe,wireless burger meal from Haldiram's,ONLINE,3831.51,Food & Beverages
Puma Cycling Helmet,Puma,Amazon,wireless cycling helmet from Puma,ONLINE,24715.37,Sports
Dell Computer Mouse,Dell,Samsung Store,standard computer mouse from Dell,ONLINE,8763.16,Electronics
Mi Webcam,Mi,Mi Store,new webcam from Mi,OFFLINE,14532.15,Gadgets
Pepperfry Storage Cabinet,Pepperfry,Pepperfry,professional storage cabinet from Pepperfry,OFFLINE,52360.21,Furniture
Haier Refrigerator,Haier,Croma,daily use refrigerator from Haier,ONLINE,108094.12,Home Appliances
Puma Running Shoes,Puma,Amazon,classic running shoes from Puma,ONLINE,4029.66,Fashion
JBL Phone Stand,JBL,Flipkart,premium phone stand from JBL,OFFLINE,13684.38,Gadgets
Staedtler Printer Paper,Staedtler,Flipkart,professional printer paper from Staedtler,OFFLINE,10086.8,Office
Kokuyo Document Scanner,Kokuyo,Local Stationery,premium document scanner from Kokuyo,ONLINE,7675.2,Office
Haldiram's Snack Combo,Haldiram's,Zomato,professional snack combo from Haldiram's,OFFLINE,1547.12,Food & Beverages
McDonald's Dessert,McDonald's,McDonald's,portable dessert from McDonald's,OFFLINE,3750.9,Food & Beverages
Maruti Suzuki Engine Oil Service,Maruti Suzuki,Tata Motors,portable engine oil service from Maruti Suzuki,ONLINE,55242.09,Vehicles
Cosco Yoga Mat,Cosco,Nike Store,compact yoga mat from Cosco,OFFLINE,21118.02,Sports
Faber-Castell Desk Organizer,Faber-Castell,Office Depot,portable desk organizer from Faber-Castell,ONLINE,19495.37,Office
Bajaj Bike Service,Bajaj,Tata Motors,premium bike service from Bajaj,OFFLINE,4572.99,Vehicles
Godrej Interio Wardrobe,Godrej Interio,Home Centre,new wardrobe from Godrej Interio,OFFLINE,31288.88,Furniture
Local Brand Key Holder,Local Brand,Marketplace,premium key holder from Local Brand,OFFLINE,4786.18,Other
Puma Cotton Shirt,Puma,Amazon,standard cotton shirt from Puma,OFFLINE,19288.33,Fashion
Nilkamal Wardrobe,Nilkamal,Local Furniture Store,durable wardrobe from Nilkamal,OFFLINE,4102.57,Furniture
Maruti Suzuki Vehicle Insurance Accessory,Maruti Suzuki,Bajaj Auto,daily use vehicle insurance accessory from Maruti Suzuki,OFFLINE,50579.55,Vehicles
Nilkamal Study Table,Nilkamal,Local Furniture Store,wireless study table from Nilkamal,OFFLINE,19279.04,Furniture
Nivia Fitness Watch,Nivia,Flipkart,classic fitness watch from Nivia,OFFLINE,40686.32,Sports & Fitness
Fitbit Exercise Mat,Fitbit,Decathlon,daily use exercise mat from Fitbit,OFFLINE,58519.89,Sports & Fitness
Canon Desk Organizer,Canon,Flipkart,standard desk organizer from Canon,OFFLINE,20336.25,Office
Logitech Fast Charger,Logitech,Croma,daily use fast charger from Logitech,ONLINE,5644.44,Gadgets
Wakefit Shoe Cabinet,Wakefit,Urban Ladder,new shoe cabinet from Wakefit,ONLINE,29326.73,Furniture
Surf Excel Shampoo,Surf Excel,BigBasket,wireless shampoo from Surf Excel,ONLINE,3376.44,Food & Groceries
Logitech Fitness Band,Logitech,Croma,compact fitness band from Logitech,OFFLINE,4087.57,Gadgets
Pilot Office Supplies Pack,Pilot,Local Stationery,classic office supplies pack from Pilot,ONLINE,23483.35,Office
W Sneakers,W,Amazon,portable sneakers from W,OFFLINE,21863.51,Fashion
Wakefit Study Table,Wakefit,Local Furniture Store,new study table from Wakefit,ONLINE,62059.5,Furniture
HP Printer Paper,HP,Amazon,daily use printer paper from HP,ONLINE,12008.01,Office
HP Calculator,HP,Reliance Smart,premium calculator from HP,OFFLINE,4811.07,Office
Fortune Cooking Oil,Fortune,BigBasket,classic cooking oil from Fortune,OFFLINE,2993.74,Food & Groceries
Decathlon Adjustable Dumbbell Set,Decathlon,Amazon,portable adjustable dumbbell set from Decathlon,OFFLINE,23493.62,Sports & Fitness
Garmin Fitness Watch,Garmin,Fitness Store,classic fitness watch from Garmin,OFFLINE,25557.31,Sports & Fitness
Everyday Personal Care Item,Everyday,Local Store,professional personal care item from Everyday,ONLINE,1517.33,Other
Cafe Coffee Day Restaurant Dinner,Cafe Coffee Day,Local Cafe,compact restaurant dinner from Cafe Coffee Day,ONLINE,2232.94,Food & Beverages
Nike Winter Sweater,Nike,Myntra,daily use winter sweater from Nike,ONLINE,19514.96,Fashion
Sony Camera,Sony,Vijay Sales,classic camera from Sony,ONLINE,49200.56,Electronics
Adidas Backpack,Adidas,Shoppers Stop,durable backpack from Adidas,ONLINE,10528.99,Fashion
Nivia Skipping Rope,Nivia,Amazon,portable skipping rope from Nivia,ONLINE,73598.56,Sports
Pepperfry Bookshelf,Pepperfry,Pepperfry,compact bookshelf from Pepperfry,OFFLINE,93943.66,Furniture
Amul Wheat Flour,Amul,Reliance Smart,premium wheat flour from Amul,ONLINE,3083.25,Food & Groceries
HP Tablet,HP,Vijay Sales,wireless tablet from HP,ONLINE,115241.53,Electronics
Samsung Laptop,Samsung,Flipkart,compact laptop from Samsung,ONLINE,13242.02,Electronics
Yonex Badminton Racket,Yonex,Amazon,daily use badminton racket from Yonex,ONLINE,73172.8,Sports
Pilot File Folder,Pilot,Office Depot,wireless file folder from Pilot,ONLINE,8072.8,Office
KFC Burger Meal,KFC,Starbucks,premium burger meal from KFC,OFFLINE,2391.84,Food & Beverages
Levis Kurta,Levis,Amazon,wireless kurta from Levis,ONLINE,7261.62,Fashion
Mahindra Engine Oil Service,Mahindra,Tata Motors,standard engine oil service from Mahindra,ONLINE,32046.43,Vehicles
KFC Burger Meal,KFC,McDonald's,durable burger meal from KFC,OFFLINE,1069.65,Food & Beverages
boAt Fast Charger,boAt,Reliance Digital,daily use fast charger from boAt,OFFLINE,7712.41,Gadgets
JBL Charging Cable,JBL,Reliance Digital,daily use charging cable from JBL,OFFLINE,17873.56,Gadgets
Staedtler Whiteboard,Staedtler,Flipkart,durable whiteboard from Staedtler,ONLINE,2932.35,Office
Adidas Jacket,Adidas,Nike Store,professional jacket from Adidas,ONLINE,24661.97,Fashion
W Running Shoes,W,Lifestyle,compact running shoes from W,ONLINE,28219.81,Fashion
Prime Miscellaneous Item,Prime,Local Store,premium miscellaneous item from Prime,OFFLINE,5130.39,Other
TVS Bike Service,TVS,Local Auto Store,new bike service from TVS,OFFLINE,50184.5,Vehicles
Boldfit Protein Shaker,Boldfit,Flipkart,portable protein shaker from Boldfit,OFFLINE,33473.78,Sports & Fitness
Starbucks Coffee,Starbucks,Swiggy,new coffee from Starbucks,ONLINE,1849.73,Food & Beverages
Nilkamal Office Chair,Nilkamal,Local Furniture Store,wireless office chair from Nilkamal,ONLINE,3469.78,Furniture
Haier Dishwasher,Haier,Vijay Sales,premium dishwasher from Haier,ONLINE,68609.11,Home Appliances
Puma Basketball,Puma,Decathlon,compact basketball from Puma,ONLINE,37272.56,Sports
Samsung Camera,Samsung,Amazon,new camera from Samsung,ONLINE,116921.85,Electronics
Pepperfry Bookshelf,Pepperfry,Urban Ladder,portable bookshelf from Pepperfry,OFFLINE,80030.39,Furniture
Acer Computer Mouse,Acer,Flipkart,professional computer mouse from Acer,ONLINE,72177.31,Electronics
Prime Miscellaneous Item,Prime,Local Store,portable miscellaneous item from Prime,ONLINE,3546.91,Other
W Jeans,W,Lifestyle,portable jeans from W,OFFLINE,6169.67,Fashion
Urban Miscellaneous Item,Urban,Amazon,daily use miscellaneous item from Urban,ONLINE,10977.14,Other
Nivia Treadmill,Nivia,Flipkart,durable treadmill from Nivia,ONLINE,12356.96,Sports
Decathlon Skipping Rope,Decathlon,Flipkart,new skipping rope from Decathlon,ONLINE,56528.38,Sports
Haldiram's Burger Meal,Haldiram's,Zomato,durable burger meal from Haldiram's,OFFLINE,2001.68,Food & Beverages
Local Brand Personal Care Item,Local Brand,Flipkart,new personal care item from Local Brand,ONLINE,8279.67,Other
TVS Engine Oil Service,TVS,Hyundai Service,new engine oil service from TVS,OFFLINE,70234.66,Vehicles
Mi Phone Stand,Mi,Flipkart,wireless phone stand from Mi,OFFLINE,10963.59,Gadgets
ASUS Laptop,ASUS,Amazon,professional laptop from ASUS,ONLINE,122884.76,Electronics
Adidas Resistance Bands,Adidas,Nike Store,portable resistance bands from Adidas,OFFLINE,53768.29,Sports
Everyday Key Holder,Everyday,Local Store,compact key holder from Everyday,OFFLINE,4997.12,Other
HP Marker Set,HP,Reliance Smart,professional marker set from HP,ONLINE,2273.48,Office
Haier Washing Machine,Haier,Croma,professional washing machine from Haier,ONLINE,100309.79,Home Appliances
Kokuyo File Folder,Kokuyo,Reliance Smart,durable file folder from Kokuyo,OFFLINE,9051.41,Office
Honda Car Tyre,Honda,Local Auto Store,daily use car tyre from Honda,ONLINE,45571.27,Vehicles
Pilot Pen Set,Pilot,Local Stationery,professional pen set from Pilot,ONLINE,3363.76,Office
Cosco Badminton Racket,Cosco,Nike Store,wireless badminton racket from Cosco,ONLINE,46143.98,Sports
HP Printer Paper,HP,Office Depot,compact printer paper from HP,ONLINE,11806.0,Office
Maruti Suzuki Bike Service,Maruti Suzuki,Hyundai Service,compact bike service from Maruti Suzuki,ONLINE,6913.7,Vehicles
W Formal Trousers,W,Myntra,durable formal trousers from W,OFFLINE,20314.71,Fashion
Godrej Interio Bed Frame,Godrej Interio,Urban Ladder,wireless bed frame from Godrej Interio,OFFLINE,17167.14,Furniture
Voltas Air Conditioner,Voltas,Croma,daily use air conditioner from Voltas,OFFLINE,48316.66,Home Appliances
Urban Ladder Shoe Cabinet,Urban Ladder,Home Centre,compact shoe cabinet from Urban Ladder,ONLINE,5886.97,Furniture
Tata Wheat Flour,Tata,Reliance Smart,premium wheat flour from Tata,OFFLINE,1825.91,Food & Groceries
Decathlon Resistance Bands,Decathlon,Sports Station,daily use resistance bands from Decathlon,ONLINE,55248.12,Sports
Garmin Pull Up Bar,Garmin,Fitness Store,daily use pull up bar from Garmin,ONLINE,26315.79,Sports & Fitness
Dove Rice,Dove,Reliance Smart,wireless rice from Dove,OFFLINE,5665.8,Food & Groceries
Staedtler Whiteboard,Staedtler,Office Depot,classic whiteboard from Staedtler,OFFLINE,20553.87,Office
Yonex Yoga Mat,Yonex,Decathlon,professional yoga mat from Yonex,OFFLINE,59907.84,Sports
HP Bluetooth Speaker,HP,Reliance Digital,portable bluetooth speaker from HP,ONLINE,97533.99,Electronics
Amul Household Essentials Pack,Amul,DMart,daily use household essentials pack from Amul,ONLINE,1943.64,Food & Groceries
Maruti Suzuki Car Tyre,Maruti Suzuki,Tata Motors,professional car tyre from Maruti Suzuki,ONLINE,69512.84,Vehicles
Nike Football,Nike,Flipkart,standard football from Nike,OFFLINE,52356.89,Sports
Puma Badminton Racket,Puma,Flipkart,wireless badminton racket from Puma,OFFLINE,36447.17,Sports
Zara Backpack,Zara,Amazon,compact backpack from Zara,ONLINE,8622.07,Fashion
HP Marker Set,HP,Local Stationery,portable marker set from HP,OFFLINE,537.84,Office
Faber-Castell Stapler,Faber-Castell,Office Depot,durable stapler from Faber-Castell,OFFLINE,14291.29,Office
Cult Resistance Tube Set,Cult,Decathlon,standard resistance tube set from Cult,ONLINE,49185.03,Sports & Fitness
Cult Protein Shaker,Cult,Decathlon,new protein shaker from Cult,OFFLINE,17231.6,Sports & Fitness
Boldfit Pull Up Bar,Boldfit,Flipkart,daily use pull up bar from Boldfit,ONLINE,27253.95,Sports & Fitness
Adidas Jacket,Adidas,Ajio,portable jacket from Adidas,OFFLINE,15247.62,Fashion
KFC Cafe Breakfast,KFC,McDonald's,daily use cafe breakfast from KFC,ONLINE,1301.29,Food & Beverages
Puma Dress,Puma,Ajio,premium dress from Puma,ONLINE,4188.68,Fashion
IKEA Recliner,IKEA,Pepperfry,wireless recliner from IKEA,OFFLINE,82413.42,Furniture
Pepperfry Wardrobe,Pepperfry,Urban Ladder,professional wardrobe from Pepperfry,OFFLINE,6814.36,Furniture
Hyundai Bike Service,Hyundai,Local Auto Store,premium bike service from Hyundai,OFFLINE,81038.29,Vehicles
IFB Microwave Oven,IFB,Amazon,compact microwave oven from IFB,ONLINE,22574.97,Home Appliances
Apple Tablet,Apple,Samsung Store,new tablet from Apple,ONLINE,1768.07,Electronics
Anker Router,Anker,Mi Store,professional router from Anker,OFFLINE,3301.62,Gadgets
boAt Earbuds Case,boAt,Flipkart,professional earbuds case from boAt,ONLINE,17884.66,Gadgets
IFB Microwave Oven,IFB,Vijay Sales,new microwave oven from IFB,ONLINE,63033.42,Home Appliances
Faber-Castell Document Scanner,Faber-Castell,Amazon,classic document scanner from Faber-Castell,ONLINE,20931.76,Office
Starbucks Coffee,Starbucks,Zomato,new coffee from Starbucks,OFFLINE,1426.75,Food & Beverages
Nivia Pull Up Bar,Nivia,Flipkart,durable pull up bar from Nivia,OFFLINE,1518.02,Sports & Fitness
Cult Protein Shaker,Cult,Fitness Store,new protein shaker from Cult,OFFLINE,59255.14,Sports & Fitness
Bajaj Car Service Package,Bajaj,Hyundai Service,standard car service package from Bajaj,ONLINE,2869.52,Vehicles
Apple Keyboard,Apple,Amazon,standard keyboard from Apple,ONLINE,151290.57,Electronics
Puma Jeans,Puma,Myntra,compact jeans from Puma,OFFLINE,6907.05,Fashion
Nivia Protein Shaker,Nivia,Amazon,compact protein shaker from Nivia,OFFLINE,26892.91,Sports & Fitness
Everyday General Household Item,Everyday,Flipkart,classic general household item from Everyday,OFFLINE,5077.1,Other
Godrej Electric Kettle,Godrej,Reliance Digital,portable electric kettle from Godrej,OFFLINE,5944.41,Home Appliances
ASUS Monitor,ASUS,Flipkart,wireless monitor from ASUS,OFFLINE,16450.64,Electronics
Britannia Rice,Britannia,Zepto,compact rice from Britannia,OFFLINE,3119.07,Food & Groceries
Godrej Interio Side Table,Godrej Interio,IKEA,professional side table from Godrej Interio,ONLINE,25355.21,Furniture
Cafe Coffee Day Cafe Breakfast,Cafe Coffee Day,KFC,standard cafe breakfast from Cafe Coffee Day,OFFLINE,1632.67,Food & Beverages
Cult Fitness Tracker,Cult,Amazon,durable fitness tracker from Cult,ONLINE,19029.19,Sports & Fitness
Pilot Document Scanner,Pilot,Amazon,professional document scanner from Pilot,ONLINE,17705.4,Office
Tata Wheat Flour,Tata,Zepto,compact wheat flour from Tata,OFFLINE,3472.51,Food & Groceries
IKEA Shoe Cabinet,IKEA,Local Furniture Store,wireless shoe cabinet from IKEA,OFFLINE,86703.95,Furniture
Philips Air Conditioner,Philips,Vijay Sales,daily use air conditioner from Philips,OFFLINE,11570.77,Home Appliances
Canon Printer Paper,Canon,Local Stationery,classic printer paper from Canon,ONLINE,22953.61,Office
Bajaj Car Floor Mats,Bajaj,Hyundai Service,durable car floor mats from Bajaj,ONLINE,21102.38,Vehicles
Nilkamal Coffee Table,Nilkamal,IKEA,daily use coffee table from Nilkamal,ONLINE,77754.67,Furniture
Adidas Sunglasses,Adidas,Myntra,professional sunglasses from Adidas,OFFLINE,19132.98,Fashion
Haldiram's Meal Order,Haldiram's,Local Cafe,standard meal order from Haldiram's,OFFLINE,3330.82,Food & Beverages
Nilkamal Bed Frame,Nilkamal,Pepperfry,classic bed frame from Nilkamal,ONLINE,51242.5,Furniture
TP-Link Fitness Band,TP-Link,Amazon,classic fitness band from TP-Link,ONLINE,15594.3,Gadgets
Nivia Basketball,Nivia,Flipkart,standard basketball from Nivia,ONLINE,2855.85,Sports
Biba Formal Trousers,Biba,Shoppers Stop,premium formal trousers from Biba,ONLINE,23045.2,Fashion
Nivia Foam Roller,Nivia,Flipkart,durable foam roller from Nivia,ONLINE,34241.58,Sports & Fitness
Nilkamal Bookshelf,Nilkamal,Home Centre,standard bookshelf from Nilkamal,ONLINE,92436.69,Furniture
ASUS Camera,ASUS,Samsung Store,portable camera from ASUS,OFFLINE,70524.71,Electronics
boAt Charging Cable,boAt,Mi Store,premium charging cable from boAt,ONLINE,15151.51,Gadgets
Classic General Household Item,Classic,General Store,new general household item from Classic,ONLINE,1663.87,Other
Canon Stapler,Canon,Reliance Smart,new stapler from Canon,ONLINE,24597.06,Office
Urban Ladder Shoe Cabinet,Urban Ladder,Local Furniture Store,classic shoe cabinet from Urban Ladder,ONLINE,64946.25,Furniture
Generic Travel Accessory,Generic,Flipkart,new travel accessory from Generic,ONLINE,556.56,Other
Acer Camera,Acer,Vijay Sales,classic camera from Acer,OFFLINE,51791.73,Electronics
H&M Formal Trousers,H&M,Nike Store,durable formal trousers from H&M,OFFLINE,18358.86,Fashion
Subway Beverage,Subway,Starbucks,daily use beverage from Subway,ONLINE,2682.6,Food & Beverages
Prime Key Holder,Prime,Flipkart,wireless key holder from Prime,ONLINE,11911.36,Other
Zara Kurta,Zara,Lifestyle,compact kurta from Zara,OFFLINE,10186.21,Fashion
Honda Bike Service,Honda,Honda Service Center,compact bike service from Honda,OFFLINE,54217.06,Vehicles
ASUS Tablet,ASUS,Samsung Store,daily use tablet from ASUS,OFFLINE,27280.67,Electronics
Mi Router,Mi,Mi Store,classic router from Mi,OFFLINE,13973.93,Gadgets
Philips Air Cooler,Philips,Croma,classic air cooler from Philips,OFFLINE,39974.7,Home Appliances
Decathlon Sports Shoes,Decathlon,Flipkart,professional sports shoes from Decathlon,OFFLINE,58444.9,Sports
Yonex Gym Gloves,Yonex,Flipkart,premium gym gloves from Yonex,OFFLINE,21527.61,Sports
Godrej Interio Study Table,Godrej Interio,Home Centre,premium study table from Godrej Interio,ONLINE,53724.61,Furniture
Tata Shampoo,Tata,Blinkit,classic shampoo from Tata,ONLINE,3787.02,Food & Groceries
Classic General Household Item,Classic,Flipkart,daily use general household item from Classic,OFFLINE,9692.41,Other
Nilkamal Side Table,Nilkamal,IKEA,compact side table from Nilkamal,ONLINE,71256.27,Furniture
H&M Formal Trousers,H&M,Nike Store,standard formal trousers from H&M,OFFLINE,6711.86,Fashion
IFB Washing Machine,IFB,Croma,compact washing machine from IFB,ONLINE,104271.97,Home Appliances
Biba Backpack,Biba,Shoppers Stop,portable backpack from Biba,OFFLINE,18584.66,Fashion
Tata Toothpaste,Tata,Local Grocery,compact toothpaste from Tata,ONLINE,4436.6,Food & Groceries
Voltas Induction Cooktop,Voltas,Vijay Sales,portable induction cooktop from Voltas,OFFLINE,41173.76,Home Appliances
Anker Usb Microphone,Anker,Croma,professional USB microphone from Anker,OFFLINE,5408.25,Gadgets
Classic Miscellaneous Item,Classic,Local Store,compact miscellaneous item from Classic,OFFLINE,6076.53,Other
Staedtler Pen Set,Staedtler,Reliance Smart,portable pen set from Staedtler,OFFLINE,24349.38,Office
Honda Vehicle Insurance Accessory,Honda,Tata Motors,wireless vehicle insurance accessory from Honda,ONLINE,44346.25,Vehicles
Canon Stapler,Canon,Office Depot,portable stapler from Canon,ONLINE,2876.8,Office
Zara Backpack,Zara,Lifestyle,compact backpack from Zara,ONLINE,27578.11,Fashion
Cafe Coffee Day Sandwich,Cafe Coffee Day,KFC,compact sandwich from Cafe Coffee Day,OFFLINE,3352.72,Food & Beverages
Uniqlo Winter Sweater,Uniqlo,Ajio,premium winter sweater from Uniqlo,OFFLINE,16772.02,Fashion
Nivia Fitness Watch,Nivia,Cult Store,professional fitness watch from Nivia,ONLINE,20813.85,Sports & Fitness
Boldfit Pull Up Bar,Boldfit,Cult Store,classic pull up bar from Boldfit,OFFLINE,28985.01,Sports & Fitness
KFC Pizza,KFC,KFC,professional pizza from KFC,ONLINE,2505.27,Food & Beverages
Generic Travel Accessory,Generic,Local Store,professional travel accessory from Generic,ONLINE,5739.72,Other
Tata Wiper Blades,Tata,Local Auto Store,new wiper blades from Tata,OFFLINE,36407.39,Vehicles
Samsung Camera,Samsung,Samsung Store,professional camera from Samsung,OFFLINE,120514.13,Electronics
JBL Fitness Band,JBL,Croma,premium fitness band from JBL,ONLINE,5391.06,Gadgets
Cult Fitness Watch,Cult,Fitness Store,new fitness watch from Cult,ONLINE,25494.54,Sports & Fitness
Cafe Coffee Day Sandwich,Cafe Coffee Day,Local Cafe,wireless sandwich from Cafe Coffee Day,OFFLINE,2187.53,Food & Beverages
Logitech Earbuds Case,Logitech,Mi Store,compact earbuds case from Logitech,ONLINE,2936.25,Gadgets
boAt Fitness Band,boAt,Flipkart,classic fitness band from boAt,OFFLINE,2852.19,Gadgets
Toyota Bike Service,Toyota,Local Auto Store,portable bike service from Toyota,ONLINE,31536.35,Vehicles
Haier Vacuum Cleaner,Haier,Reliance Digital,new vacuum cleaner from Haier,OFFLINE,38472.4,Home Appliances
Pilot Office Supplies Pack,Pilot,Reliance Smart,wireless office supplies pack from Pilot,ONLINE,14113.57,Office
Decathlon Exercise Mat,Decathlon,Amazon,professional exercise mat from Decathlon,OFFLINE,51122.42,Sports & Fitness
Starbucks Burger Meal,Starbucks,Local Cafe,premium burger meal from Starbucks,ONLINE,3080.49,Food & Beverages
Kokuyo Whiteboard,Kokuyo,Amazon,daily use whiteboard from Kokuyo,ONLINE,24591.78,Office
Urban Miscellaneous Purchase,Urban,Local Store,premium miscellaneous purchase from Urban,ONLINE,7548.87,Other
HP Gaming Console,HP,Croma,durable gaming console from HP,ONLINE,54731.83,Electronics
Pilot Calculator,Pilot,Local Stationery,new calculator from Pilot,ONLINE,23200.53,Office
Nike Sports Shoes,Nike,Sports Station,premium sports shoes from Nike,OFFLINE,49309.91,Sports
Adidas Dumbbells,Adidas,Nike Store,standard dumbbells from Adidas,OFFLINE,47998.84,Sports
Cafe Coffee Day Coffee,Cafe Coffee Day,Starbucks,premium coffee from Cafe Coffee Day,ONLINE,2888.62,Food & Beverages
IKEA Storage Cabinet,IKEA,IKEA,portable storage cabinet from IKEA,OFFLINE,47693.74,Furniture
Cafe Coffee Day Soft Drink,Cafe Coffee Day,Swiggy,premium soft drink from Cafe Coffee Day,ONLINE,368.65,Food & Beverages
Faber-Castell Desk Organizer,Faber-Castell,Reliance Smart,durable desk organizer from Faber-Castell,OFFLINE,10722.18,Office
LG Induction Cooktop,LG,Flipkart,standard induction cooktop from LG,OFFLINE,35830.76,Home Appliances
Nivia Sports Shoes,Nivia,Flipkart,compact sports shoes from Nivia,OFFLINE,1652.67,Sports
Starbucks Snack Combo,Starbucks,Zomato,durable snack combo from Starbucks,OFFLINE,646.27,Food & Beverages
Classic Travel Accessory,Classic,General Store,premium travel accessory from Classic,ONLINE,2704.99,Other
W Running Shoes,W,Lifestyle,wireless running shoes from W,OFFLINE,28183.44,Fashion
Hyundai Brake Pads,Hyundai,Honda Service Center,classic brake pads from Hyundai,ONLINE,33712.0,Vehicles
Godrej Interio Study Table,Godrej Interio,Local Furniture Store,classic study table from Godrej Interio,OFFLINE,84067.25,Furniture
Fitbit Protein Shaker,Fitbit,Decathlon,wireless protein shaker from Fitbit,ONLINE,9526.93,Sports & Fitness
Cult Adjustable Dumbbell Set,Cult,Flipkart,new adjustable dumbbell set from Cult,OFFLINE,55611.88,Sports & Fitness
Domino's Beverage,Domino's,McDonald's,durable beverage from Domino's,ONLINE,2657.22,Food & Beverages
Decathlon Pull Up Bar,Decathlon,Cult Store,new pull up bar from Decathlon,OFFLINE,34350.11,Sports & Fitness
Honda Wiper Blades,Honda,Bajaj Auto,professional wiper blades from Honda,OFFLINE,19123.09,Vehicles
TVS Vehicle Insurance Accessory,TVS,Bajaj Auto,premium vehicle insurance accessory from TVS,OFFLINE,32964.09,Vehicles
Nike Gym Gloves,Nike,Decathlon,classic gym gloves from Nike,ONLINE,4708.97,Sports
Decathlon Gym Gloves,Decathlon,Sports Station,professional gym gloves from Decathlon,ONLINE,10515.37,Sports
Zara Winter Sweater,Zara,Shoppers Stop,classic winter sweater from Zara,ONLINE,21063.19,Fashion
Bajaj Car Floor Mats,Bajaj,Hyundai Service,standard car floor mats from Bajaj,ONLINE,76282.79,Vehicles
IKEA Side Table,IKEA,Urban Ladder,durable side table from IKEA,OFFLINE,61503.43,Furniture
Decathlon Pull Up Bar,Decathlon,Fitness Store,classic pull up bar from Decathlon,ONLINE,11079.96,Sports & Fitness
Starbucks Dessert,Starbucks,McDonald's,classic dessert from Starbucks,ONLINE,3683.23,Food & Beverages
Puma Skipping Rope,Puma,Decathlon,new skipping rope from Puma,ONLINE,71257.56,Sports
Allen Solly Winter Sweater,Allen Solly,Amazon,classic winter sweater from Allen Solly,ONLINE,24236.32,Fashion
Dell Printer,Dell,Amazon,durable printer from Dell,ONLINE,141238.54,Electronics
IKEA Recliner,IKEA,Local Furniture Store,premium recliner from IKEA,ONLINE,61580.6,Furniture
Nivia Treadmill,Nivia,Nike Store,compact treadmill from Nivia,OFFLINE,19881.23,Sports
W Sunglasses,W,Lifestyle,daily use sunglasses from W,ONLINE,20831.71,Fashion
HP Smartwatch,HP,Reliance Digital,durable smartwatch from HP,OFFLINE,141030.72,Electronics
Urban Ladder Storage Cabinet,Urban Ladder,Local Furniture Store,professional storage cabinet from Urban Ladder,ONLINE,33286.24,Furniture
